CUSTOMER_ID,AGE,GENDER,INCOME_BRACKET,EMPLOYMENT_STATUS,CITY,CREDIT_SCORE,LOAN_HISTORY,CREDIT_UTILIZATION,SAVINGS_ACCOUNT,CREDIT_CARD,LOAN_TYPE,LOAN_AMOUNT,INSURANCE,FD_INVESTMENT,NET_BANKING_USAGE,MOBILE_APP_USAGE,COMPLAINTS_RAISED,RESPONSE_TO_OFFERS,CHURN_FLAG,AVG_MONTHLY_INCOME,AVG_MONTHLY_EXPENSE,AVG_RETAIL_SPEND,AVG_TRAVEL_SPEND,AVG_BILLS_SPEND,DELINQUENCY_COUNT_12M,TOTAL_OVERDUE_DAYS_12M,OVER_BUDGET_RATIO,DEFAULT_FLAG,CREDITSCORE_BAND
CUST0253,39,Female,15-25 LPA,Salaried,Ahmedabad,631,No Loans,39.91,1,1,Home Loan,7132637,0,0,14,20,1,Clicked,0,140025.91416667,100266.39416667,31451.96083333,21024.13333333,47790.2975,2,20,0.0,1,580-650
CUST0254,40,Female,6-10 LPA,Salaried,Chennai,575,1-2 Loans,39.24,1,1,,0,0,0,10,20,0,Clicked,1,52140.13583333,39700.555,12323.78916667,5750.43833333,21626.32833333,0,0,0.0,0,<580
CUST0255,52,Male,10-15 LPA,Self-Employed,Chennai,667,No Loans,13.71,1,1,Auto Loan,857688,1,0,16,21,0,Accepted,1,117608.95,79343.4725,29082.32916667,12568.155,37692.99,0,0,0.0,0,650-700
CUST0256,27,Male,<3 LPA,Salaried,Kolkata,699,1-2 Loans,36.87,1,0,,0,0,751979,13,23,3,Ignored,0,24474.25083333,17364.08083333,7052.96,2296.47,8014.65166667,2,25,0.0,0,650-700
CUST0257,61,Female,3-6 LPA,Salaried,Hyderabad,663,3-5 Loans,42.83,1,1,,0,0,0,8,17,1,Clicked,0,31011.05333333,21879.42,7515.13666667,3966.42416667,10397.85916667,2,60,0.0,0,650-700
CUST0258,53,Male,10-15 LPA,Salaried,Delhi,643,No Loans,37.56,1,1,Home Loan,7767372,0,969183,10,15,2,Ignored,1,101587.73416667,76407.87833333,24351.895,10190.76,41865.22416667,2,60,0.0,0,580-650
CUST0259,60,Male,<3 LPA,Salaried,Kolkata,639,1-2 Loans,32.69,1,1,Personal Loan,274795,1,0,8,20,0,Accepted,0,22476.05666667,15421.93,6441.07166667,2085.9,6894.95666667,2,75,0.0,0,580-650
CUST0260,59,Female,6-10 LPA,Self-Employed,Mumbai,686,1-2 Loans,24.69,1,1,,0,0,0,14,23,0,Ignored,0,61450.4075,42219.39916667,16948.33666667,6064.70583333,19206.355,2,35,0.0,0,650-700
CUST0261,38,Female,6-10 LPA,Salaried,Pune,626,No Loans,53.84,1,1,,0,1,1321183,16,17,0,Accepted,1,85784.04833333,64429.78333333,21854.4,8974.27333333,33601.10916667,5,60,0.0,0,580-650
CUST0262,60,Female,6-10 LPA,Salaried,Pune,660,3-5 Loans,37.54,1,0,,0,0,0,11,18,0,Ignored,1,69587.26416667,49332.03083333,17484.655,7270.34416667,24577.035,1,15,0.0,0,650-700
CUST0263,21,Female,<3 LPA,Salaried,Delhi,725,1-2 Loans,31.8,1,0,,0,1,91000,8,19,0,Accepted,0,21549.9725,14665.62083333,5048.72166667,1906.81666667,7710.08166667,0,0,0.0,0,700-750
CUST0264,31,Female,3-6 LPA,Salaried,Chennai,601,1-2 Loans,46.48,1,1,,0,1,0,19,25,1,Ignored,0,43626.1825,32646.50666667,12891.4975,4454.50416667,15300.50666667,4,50,0.0,0,580-650
CUST0265,48,Female,6-10 LPA,Self-Employed,Ahmedabad,677,1-2 Loans,45.89,1,1,Personal Loan,152651,0,0,10,25,0,Ignored,1,66432.1275,46270.5325,14652.965,5945.85666667,25671.7125,3,35,0.0,0,650-700
CUST0266,45,Female,<3 LPA,Salaried,Pune,572,1-2 Loans,14.58,1,1,Personal Loan,609585,0,0,11,20,0,Clicked,0,21902.04916667,15950.30166667,5518.3525,2335.14333333,8096.8075,1,30,0.0,1,<580
CUST0267,43,Male,10-15 LPA,Salaried,Delhi,693,No Loans,35.99,1,1,,0,1,0,8,20,3,Ignored,0,115015.60416667,80777.1725,29637.11916667,12530.36666667,38609.6875,2,15,0.0,1,650-700
CUST0268,51,Male,10-15 LPA,Student,Pune,621,1-2 Loans,52.66,1,1,,0,1,1524390,7,12,0,Clicked,0,51508.73416667,38940.71916667,14107.1675,5797.15666667,19036.3975,3,60,0.0,0,580-650
CUST0269,50,Female,25+ LPA,Self-Employed,Pune,741,1-2 Loans,46.78,1,1,,0,1,1444400,9,24,2,Clicked,0,279128.05,204458.91,65963.67833333,26422.52666667,112072.70666667,0,0,0.0,0,700-750
CUST0270,62,Female,3-6 LPA,Salaried,Hyderabad,591,3-5 Loans,28.24,1,1,,0,0,0,7,9,0,Clicked,0,46674.5225,33979.93083333,11478.60333333,6741.28666667,15760.04083333,2,75,0.0,1,580-650
CUST0271,55,Male,15-25 LPA,Self-Employed,Mumbai,706,3-5 Loans,35.82,1,1,,0,0,292446,16,25,0,Ignored,0,185067.91666667,136326.12333333,47749.07333333,21231.03,67346.01916667,1,10,0.0,1,700-750
CUST0272,27,Male,6-10 LPA,Self-Employed,Hyderabad,753,1-2 Loans,12.88,1,1,Home Loan,3194897,0,1090309,19,18,0,Ignored,0,74274.57,47135.47583333,17980.215,5888.09083333,23267.16916667,1,30,0.0,0,750+
CUST0273,36,Male,3-6 LPA,Self-Employed,Mumbai,618,No Loans,12.01,1,0,,0,1,0,13,23,0,Ignored,0,48849.44,34951.97166667,13141.1525,4672.19333333,17138.62666667,2,35,0.0,0,580-650
CUST0274,46,Male,<3 LPA,Salaried,Pune,628,No Loans,59.03,1,1,Personal Loan,469460,0,0,10,24,0,Ignored,0,19297.64833333,14381.83916667,5336.41166667,1872.94166667,7172.485,2,35,0.0,0,580-650
CUST0275,68,Female,10-15 LPA,Retired,Kolkata,623,No Loans,11.83,1,0,Personal Loan,155981,0,491338,9,21,1,Ignored,0,65333.27333333,47458.69583333,17489.11916667,6955.56166667,23014.01666667,0,0,0.0,0,580-650
CUST0276,69,Male,3-6 LPA,Salaried,Ahmedabad,650,No Loans,51.02,1,1,,0,0,0,10,18,0,Ignored,0,40609.17333333,29555.42083333,9136.71,3739.1025,16679.60916667,3,65,0.0,0,650-700
CUST0277,22,Female,3-6 LPA,Salaried,Chennai,711,1-2 Loans,12.73,1,1,,0,1,0,11,14,0,Ignored,0,25750.95416667,17374.4125,5223.96166667,2649.65333333,9500.79916667,2,20,0.0,0,700-750
CUST0278,21,Female,<3 LPA,Salaried,Pune,645,No Loans,33.24,1,1,,0,1,0,11,27,2,Ignored,0,23595.71833333,17626.53,5941.64,2059.62416667,9613.62416667,1,15,0.0,0,580-650
CUST0279,68,Female,15-25 LPA,Salaried,Mumbai,612,No Loans,48.88,1,1,,0,0,0,16,18,0,Clicked,0,183915.47833333,141879.24666667,60119.37833333,17513.22416667,64246.645,1,30,0.0,0,580-650
CUST0280,32,Female,10-15 LPA,Unemployed,Mumbai,558,No Loans,40.65,1,0,Personal Loan,406266,1,0,13,19,0,Ignored,0,47847.6825,38167.68833333,11549.4,5898.03083333,20720.2575,1,5,0.0,0,<580
CUST0281,25,Male,10-15 LPA,Salaried,Mumbai,776,No Loans,26.67,1,1,,0,0,0,16,18,0,Ignored,0,108236.37333333,74183.79666667,26162.86666667,10582.31166667,37438.61833333,0,0,0.0,0,750+
CUST0282,57,Female,3-6 LPA,Salaried,Pune,780,No Loans,48.41,1,1,,0,1,0,16,17,0,Clicked,0,30991.19916667,23769.46666667,8427.2125,3146.1,12196.1525,1,15,0.083333,0,750+
CUST0283,52,Male,3-6 LPA,Student,Delhi,713,No Loans,39.98,1,0,Personal Loan,534016,0,0,12,16,0,Ignored,0,24332.1,15493.9675,5656.30583333,1868.95083333,7968.71166667,1,5,0.0,0,700-750
CUST0284,29,Male,6-10 LPA,Salaried,Kolkata,631,1-2 Loans,14.59,1,1,Personal Loan,678158,0,1794372,11,22,0,Clicked,1,72359.09666667,51783.145,17721.67333333,8373.78833333,25687.6825,1,5,0.0,0,580-650
CUST0285,61,Female,6-10 LPA,Salaried,Delhi,724,1-2 Loans,55.18,1,1,Personal Loan,296311,1,0,14,16,1,Clicked,0,59407.185,42099.14583333,13509.19416667,6509.43,22080.51916667,3,35,0.0,0,700-750
CUST0286,55,Male,3-6 LPA,Salaried,Chennai,736,No Loans,49.19,1,1,Home Loan,3019880,1,0,6,17,3,Ignored,0,27005.12833333,18995.735,6399.3875,2123.6425,10445.4625,0,0,0.0,0,700-750
CUST0287,39,Male,10-15 LPA,Salaried,Pune,664,1-2 Loans,10.65,1,1,Personal Loan,265570,0,0,5,17,1,Ignored,0,109910.49916667,76633.315,29009.25416667,8852.40583333,38771.65666667,1,15,0.0,1,650-700
CUST0288,68,Female,25+ LPA,Salaried,Mumbai,682,1-2 Loans,42.99,1,1,,0,0,590328,14,17,2,Ignored,0,238677.85166667,172054.45083333,59108.935,28053.44583333,84892.06916667,2,20,0.0,0,650-700
CUST0289,36,Male,10-15 LPA,Self-Employed,Kolkata,753,No Loans,24.91,1,1,,0,1,765577,6,15,1,Ignored,0,104158.93916667,71493.83333333,28259.07083333,12482.0,30752.76166667,1,20,0.0,1,750+
CUST0290,23,Female,10-15 LPA,Salaried,Kolkata,581,No Loans,41.67,1,1,,0,0,0,14,19,0,Ignored,0,97364.4725,76364.47,23973.53,12793.2675,39597.67166667,2,40,0.0,0,580-650
CUST0291,40,Male,25+ LPA,Salaried,Bengaluru,739,1-2 Loans,46.83,1,0,,0,1,0,14,15,0,Clicked,0,283328.79333333,198296.97833333,69514.23416667,34226.06083333,94556.68416667,2,45,0.0,0,700-750
CUST0292,44,Female,3-6 LPA,Self-Employed,Chennai,661,3-5 Loans,3.12,1,0,,0,1,671844,13,24,0,Ignored,0,46197.67083333,31384.10166667,10149.07083333,4464.46333333,16770.565,1,5,0.0,1,650-700
CUST0293,53,Female,6-10 LPA,Self-Employed,Ahmedabad,613,No Loans,5.89,1,0,,0,1,0,11,16,0,Ignored,0,72311.21,49939.245,19323.04416667,7216.76,23399.44166667,0,0,0.0,0,580-650
CUST0294,44,Female,25+ LPA,Salaried,Ahmedabad,618,No Loans,4.82,1,0,Home Loan,6188048,0,0,10,21,0,Ignored,0,266983.77583333,187101.16833333,62846.48916667,35256.50416667,88998.17583333,3,55,0.0,0,580-650
CUST0295,31,Female,3-6 LPA,Salaried,Kolkata,628,3-5 Loans,14.63,1,1,,0,1,0,8,17,0,Accepted,0,32817.39666667,23245.68416667,7924.47833333,3398.96916667,11922.23666667,2,50,0.0,0,580-650
CUST0296,69,Male,10-15 LPA,Salaried,Pune,607,1-2 Loans,55.14,1,1,Home Loan,5685946,0,0,9,24,1,Ignored,0,88193.01583333,69127.33583333,22127.9125,8621.44916667,38377.97583333,0,0,0.0,0,580-650
CUST0297,28,Female,6-10 LPA,Salaried,Mumbai,786,No Loans,8.73,1,1,Personal Loan,296113,0,0,14,20,0,Ignored,0,77536.51833333,51237.65,18181.48083333,7311.26416667,25744.9025,0,0,0.0,0,750+
CUST0298,56,Male,6-10 LPA,Salaried,Mumbai,709,3-5 Loans,34.23,1,1,,0,0,0,11,21,1,Ignored,0,77864.30583333,54767.03916667,20545.89416667,9669.10083333,24552.04416667,2,10,0.0,0,700-750
CUST0299,58,Female,10-15 LPA,Salaried,Kolkata,743,3-5 Loans,69.98,1,1,,0,0,0,9,24,0,Ignored,1,122774.15083333,94122.74166667,31181.10166667,12208.33333333,50733.3075,3,65,0.0,0,700-750
CUST0300,60,Male,25+ LPA,Student,Delhi,713,1-2 Loans,13.0,1,1,,0,0,457358,14,17,0,Accepted,0,145117.07833333,93086.34166667,34098.81583333,11861.72,47125.805,1,5,0.0,0,700-750
CUST0301,40,Female,10-15 LPA,Salaried,Chennai,683,1-2 Loans,25.63,1,1,Home Loan,1622563,0,1475006,13,14,0,Ignored,0,116425.34,77930.76583333,26693.9275,12805.69333333,38431.14666667,0,0,0.0,0,650-700
CUST0302,55,Male,<3 LPA,Self-Employed,Mumbai,684,No Loans,35.51,1,1,Personal Loan,452582,0,0,5,18,0,Accepted,0,25978.71833333,17715.2875,6727.16333333,2301.87916667,8686.245,1,30,0.0,0,650-700
CUST0303,68,Female,15-25 LPA,Salaried,Kolkata,656,No Loans,13.1,1,0,Home Loan,8827055,0,954998,11,17,0,Accepted,0,151135.9925,104258.67166667,32262.235,15301.13583333,56695.30083333,2,15,0.0,0,650-700
CUST0304,45,Female,3-6 LPA,Self-Employed,Mumbai,661,1-2 Loans,65.95,1,1,Home Loan,7874627,1,1944345,7,18,0,Ignored,1,39499.8075,29414.82166667,9255.3975,4492.83416667,15666.58833333,1,5,0.0,0,650-700
CUST0305,55,Female,3-6 LPA,Self-Employed,Ahmedabad,595,No Loans,44.71,1,1,,0,1,0,10,12,0,Accepted,0,51737.90666667,38455.37,14287.8775,5823.97083333,18343.52083333,2,25,0.0,0,580-650
CUST0306,45,Male,6-10 LPA,Unemployed,Kolkata,744,1-2 Loans,20.08,1,0,Personal Loan,433535,1,0,10,22,0,Ignored,0,26649.45833333,18114.70333333,6000.04583333,3088.21916667,9026.43916667,0,0,0.0,0,700-750
CUST0307,49,Female,6-10 LPA,Salaried,Chennai,571,6+ Loans,57.68,1,1,Auto Loan,876159,0,0,7,9,1,Accepted,0,75659.17,59077.7825,18056.7925,7921.44333333,33099.54666667,2,45,0.0,0,<580
CUST0308,38,Male,6-10 LPA,Self-Employed,Kolkata,616,6+ Loans,24.54,1,1,,0,1,0,6,14,0,Ignored,0,61581.66333333,46939.87333333,16443.1925,5831.565,24558.8675,0,0,0.0,0,580-650
CUST0309,66,Male,25+ LPA,Salaried,Bengaluru,800,No Loans,17.2,1,1,Home Loan,1556088,0,0,11,25,0,Ignored,1,306984.845,228656.01,73481.03833333,28914.395,126260.57583333,0,0,0.0,0,750+
CUST0310,38,Male,10-15 LPA,Self-Employed,Kolkata,688,1-2 Loans,10.88,1,1,,0,0,0,8,16,0,Ignored,0,94260.585,63843.22666667,29303.78916667,9544.93416667,25228.37583333,1,20,0.0,0,650-700
CUST0311,22,Male,6-10 LPA,Salaried,Kolkata,690,1-2 Loans,15.33,1,1,Auto Loan,495631,0,686107,11,15,0,Clicked,0,74445.26833333,53489.89833333,20769.17583333,8849.01833333,23871.70333333,1,10,0.0,0,650-700
CUST0312,55,Female,<3 LPA,Salaried,Pune,718,3-5 Loans,20.5,1,0,,0,0,1011860,12,24,0,Ignored,0,23691.22666667,16180.54166667,5549.8975,2876.28916667,7754.35416667,1,10,0.0,0,700-750
CUST0313,36,Female,15-25 LPA,Salaried,Ahmedabad,587,1-2 Loans,21.06,1,1,Home Loan,6440652,0,0,8,19,0,Ignored,0,132433.69333333,96217.40333333,36686.41,16018.325,43512.67,2,30,0.0,0,580-650
CUST0314,61,Male,15-25 LPA,Salaried,Chennai,596,No Loans,17.29,1,1,Auto Loan,787316,1,0,14,19,0,Clicked,0,167879.87083333,123998.10333333,35167.54916667,14402.34166667,74428.21083333,1,20,0.0,0,580-650
CUST0315,56,Male,10-15 LPA,Salaried,Pune,653,No Loans,15.35,1,1,,0,0,0,16,17,0,Clicked,1,121302.91,84004.83416667,30278.27833333,14331.96416667,39394.595,2,40,0.0,0,650-700
CUST0316,53,Male,<3 LPA,Salaried,Kolkata,625,1-2 Loans,27.04,1,1,,0,0,0,9,18,0,Ignored,0,17343.425,11870.95416667,4396.49333333,1756.49083333,5717.97416667,1,10,0.0,0,580-650
CUST0317,24,Male,<3 LPA,Retired,Chennai,675,1-2 Loans,44.17,1,1,Personal Loan,777773,0,0,14,21,0,Accepted,0,13311.99083333,9651.3325,2916.375,1531.59333333,5203.36416667,2,25,0.0,0,650-700
CUST0318,53,Other,3-6 LPA,Self-Employed,Bengaluru,709,3-5 Loans,31.26,1,0,Home Loan,5558756,1,0,11,22,0,Ignored,0,52028.63833333,34504.2425,11629.59333333,5322.43083333,17552.22,2,25,0.0,0,700-750
CUST0319,34,Male,<3 LPA,Retired,Chennai,763,3-5 Loans,22.26,1,1,,0,0,0,7,23,0,Accepted,0,13071.47416667,8968.5375,3413.55166667,1442.685,4112.3025,0,0,0.0,0,750+
CUST0320,41,Male,3-6 LPA,Salaried,Mumbai,728,1-2 Loans,21.52,1,1,,0,0,0,10,14,0,Ignored,0,44879.93916667,33558.99166667,10676.64416667,3736.66833333,19145.68166667,1,15,0.0,1,700-750
CUST0321,68,Male,25+ LPA,Student,Pune,620,1-2 Loans,56.45,1,1,Home Loan,1991768,0,0,14,24,0,Ignored,1,163532.97916667,124950.94666667,39635.37416667,17772.81083333,67542.76166667,1,60,0.0,0,580-650
CUST0322,40,Female,6-10 LPA,Unemployed,Chennai,657,No Loans,12.65,1,0,,0,0,0,9,25,2,Ignored,0,23745.56416667,16064.8825,6079.51416667,2267.77833333,7717.59083333,0,0,0.0,0,650-700
CUST0323,28,Other,<3 LPA,Self-Employed,Ahmedabad,641,3-5 Loans,54.68,1,0,,0,0,0,8,14,1,Ignored,0,22795.44416667,17489.44916667,6455.03333333,3066.93166667,7967.48416667,2,60,0.0,0,580-650
CUST0324,27,Female,3-6 LPA,Self-Employed,Bengaluru,619,6+ Loans,35.53,1,0,,0,1,1062465,12,17,0,Clicked,1,30591.9575,22629.15083333,7941.7025,2872.7675,11814.68,2,75,0.0,0,580-650
CUST0325,23,Female,<3 LPA,Salaried,Hyderabad,605,6+ Loans,29.15,1,1,,0,1,0,10,20,0,Ignored,0,16452.4425,12640.53833333,4897.68083333,2335.36666667,5407.49083333,2,35,0.0,1,580-650
CUST0326,37,Female,<3 LPA,Unemployed,Kolkata,779,3-5 Loans,11.06,1,1,,0,0,1067970,9,22,1,Ignored,0,8000.0,5421.7625,1720.4475,916.24916667,2783.44916667,1,30,0.0,0,750+
CUST0327,53,Male,3-6 LPA,Salaried,Chennai,680,No Loans,52.65,1,0,,0,0,0,13,20,0,Ignored,0,35902.16583333,25538.83666667,9932.34916667,5067.30416667,10539.18333333,1,5,0.0,1,650-700
CUST0328,68,Female,3-6 LPA,Salaried,Kolkata,666,No Loans,23.18,1,1,Home Loan,2554002,0,0,8,16,2,Accepted,0,27857.20833333,19006.44166667,7351.63,2898.52166667,8756.2925,1,10,0.0,0,650-700
CUST0329,32,Female,10-15 LPA,Salaried,Delhi,709,1-2 Loans,28.65,1,1,,0,1,0,17,19,1,Clicked,1,92585.06333333,64731.78166667,26125.47333333,10108.0625,28498.24416667,3,100,0.0,0,700-750
CUST0330,42,Female,25+ LPA,Student,Mumbai,712,6+ Loans,36.7,1,0,Auto Loan,1082079,0,853720,8,26,2,Accepted,0,119481.115,78548.955,24943.295,11281.0325,42324.6275,1,5,0.0,0,700-750
CUST0331,42,Female,3-6 LPA,Student,Pune,747,No Loans,22.83,1,1,Personal Loan,339855,0,0,8,23,0,Accepted,0,14411.39666667,9694.47583333,3497.85,1654.80666667,4541.8175,2,60,0.0,0,700-750
CUST0332,66,Female,6-10 LPA,Retired,Mumbai,635,No Loans,33.26,1,0,,0,1,0,10,28,2,Accepted,1,50533.825,37999.61,13861.235,5584.435,18553.94083333,0,0,0.0,0,580-650
CUST0333,50,Female,15-25 LPA,Self-Employed,Delhi,704,3-5 Loans,29.15,1,1,,0,1,0,8,23,0,Accepted,0,148404.08916667,98296.94916667,30894.83166667,15112.77833333,52289.34,1,5,0.0,1,700-750
CUST0334,58,Other,3-6 LPA,Salaried,Delhi,625,No Loans,23.59,1,1,Home Loan,8268573,0,0,10,15,0,Ignored,0,50550.83916667,37490.92916667,13035.20416667,6229.56333333,18226.16333333,2,55,0.0,0,580-650
CUST0335,58,Female,3-6 LPA,Salaried,Pune,668,1-2 Loans,47.87,1,1,Personal Loan,759335,0,0,15,21,1,Accepted,0,38439.1375,29100.42416667,10067.61166667,4494.19583333,14538.615,1,10,0.0,0,650-700
CUST0336,65,Female,15-25 LPA,Salaried,Chennai,683,3-5 Loans,27.98,1,0,Auto Loan,400207,1,0,18,15,0,Clicked,0,127599.83916667,89857.26583333,29511.94833333,11604.0925,48741.22583333,2,50,0.0,0,650-700
CUST0337,28,Female,<3 LPA,Salaried,Delhi,689,No Loans,24.12,1,1,,0,0,0,14,22,0,Ignored,1,21158.73916667,14749.81916667,4803.455,1670.185,8276.18166667,3,80,0.0,0,650-700
CUST0338,47,Male,6-10 LPA,Salaried,Hyderabad,686,No Loans,2.35,1,0,Personal Loan,478596,0,0,8,16,0,Clicked,0,65281.23083333,43152.97083333,15767.47083333,6721.76416667,20663.73583333,0,0,0.0,0,650-700
CUST0339,47,Female,6-10 LPA,Salaried,Kolkata,728,3-5 Loans,48.66,1,1,,0,0,0,12,19,0,Ignored,0,77233.17833333,51854.89333333,17849.46,5815.44833333,28189.985,0,0,0.0,1,700-750
CUST0340,54,Male,3-6 LPA,Salaried,Kolkata,644,1-2 Loans,14.88,1,0,,0,0,1323952,10,16,0,Ignored,1,31247.1425,22050.7025,8349.53333333,3412.36083333,10288.80916667,4,155,0.0,0,580-650
CUST0341,41,Female,3-6 LPA,Student,Bengaluru,690,6+ Loans,57.15,1,0,Personal Loan,993819,0,0,12,20,1,Ignored,0,19480.80166667,14596.6225,4816.14416667,2426.08666667,7354.39166667,1,30,0.0,1,650-700
CUST0342,50,Other,10-15 LPA,Salaried,Ahmedabad,634,1-2 Loans,43.07,1,1,Auto Loan,451296,0,0,8,11,0,Accepted,0,85358.33416667,63240.16083333,21362.25583333,9558.78916667,32319.11583333,4,90,0.0,0,580-650
CUST0343,53,Female,<3 LPA,Student,Delhi,850,No Loans,41.87,1,1,,0,1,0,9,16,2,Ignored,0,12148.24333333,8345.56666667,3059.61916667,1050.12,4235.82666667,1,5,0.0,0,750+
CUST0344,48,Male,3-6 LPA,Self-Employed,Delhi,625,3-5 Loans,20.91,1,0,Home Loan,9077073,0,768543,9,18,0,Accepted,0,46511.4025,33190.08,12456.83416667,4389.0025,16344.24583333,3,85,0.0,0,580-650
CUST0345,67,Male,10-15 LPA,Salaried,Hyderabad,637,1-2 Loans,41.51,1,1,,0,0,0,11,17,0,Ignored,0,100538.4475,75072.1375,27018.21333333,8126.75416667,39367.59833333,2,20,0.0,0,580-650
CUST0346,53,Male,6-10 LPA,Salaried,Mumbai,732,No Loans,49.28,1,1,,0,1,517300,8,20,2,Accepted,0,83222.1475,61777.45083333,23824.20916667,9657.20833333,28296.03416667,1,15,0.0,0,700-750
CUST0347,25,Female,<3 LPA,Salaried,Mumbai,654,3-5 Loans,31.7,1,0,,0,0,0,9,19,0,Clicked,1,21247.52083333,14791.97333333,5012.86833333,2063.47083333,7715.63583333,2,45,0.0,0,650-700
CUST0348,68,Male,15-25 LPA,Salaried,Kolkata,732,No Loans,12.48,1,1,,0,0,0,8,21,0,Clicked,0,130642.92583333,88737.6575,29609.42333333,17212.50666667,41915.72833333,0,0,0.0,1,700-750
CUST0349,39,Male,3-6 LPA,Self-Employed,Kolkata,689,1-2 Loans,9.63,1,0,Personal Loan,742033,0,602948,18,16,0,Ignored,0,35821.15583333,22998.10416667,7935.49416667,3000.00083333,12062.60916667,1,20,0.0,0,650-700
CUST0350,24,Male,15-25 LPA,Salaried,Chennai,655,No Loans,15.87,1,1,Personal Loan,602358,0,0,7,22,0,Ignored,1,140475.13,99961.86083333,32414.76833333,15263.6925,52283.40083333,0,0,0.0,0,650-700
CUST0351,55,Female,10-15 LPA,Salaried,Pune,634,1-2 Loans,14.11,1,1,Auto Loan,789901,0,110184,11,25,2,Ignored,0,88059.25833333,60673.51,18305.285,9346.3,33021.92666667,2,40,0.0,0,580-650
CUST0352,69,Female,6-10 LPA,Salaried,Ahmedabad,632,1-2 Loans,3.43,1,1,Personal Loan,87729,1,614899,13,14,1,Clicked,0,72557.835,48959.04583333,19241.445,6382.65166667,23334.9475,1,5,0.0,0,580-650
CUST0353,37,Male,6-10 LPA,Retired,Hyderabad,656,1-2 Loans,10.31,1,1,Personal Loan,370965,0,0,10,19,1,Ignored,0,39580.2,27643.9225,9333.0325,3483.6,14827.29,0,0,0.0,0,650-700
CUST0354,64,Male,25+ LPA,Self-Employed,Pune,669,3-5 Loans,21.61,1,0,,0,1,0,7,15,0,Ignored,0,317381.25666667,213549.7225,72721.56333333,30139.14583333,110689.01416667,3,25,0.0,0,650-700
CUST0355,48,Female,<3 LPA,Self-Employed,Pune,630,6+ Loans,10.98,1,1,Personal Loan,782181,0,0,12,21,0,Ignored,1,22693.98416667,16194.44666667,5943.89666667,3444.46583333,6806.08416667,2,40,0.0,0,580-650
CUST0356,50,Female,10-15 LPA,Salaried,Bengaluru,673,No Loans,55.42,1,0,Auto Loan,1939981,0,0,14,24,0,Ignored,0,107567.91416667,78941.23416667,30890.43666667,10103.18333333,37947.61333333,1,10,0.0,0,650-700
CUST0357,49,Female,3-6 LPA,Self-Employed,Pune,614,No Loans,28.78,1,1,,0,1,0,8,22,0,Ignored,0,35393.00166667,25678.73833333,8261.50916667,3831.78666667,13585.44416667,1,15,0.0,0,580-650
CUST0358,66,Male,3-6 LPA,Self-Employed,Bengaluru,725,No Loans,10.41,1,1,Personal Loan,70981,0,1385576,10,17,1,Accepted,0,44648.15,29319.45833333,9814.3825,4750.77583333,14754.3025,3,125,0.0,0,700-750
CUST0359,26,Female,3-6 LPA,Self-Employed,Pune,736,No Loans,34.83,1,1,Personal Loan,715048,0,0,14,15,2,Accepted,0,35062.47333333,26274.22583333,8712.31666667,3610.63666667,13951.27166667,2,40,0.0,0,700-750
CUST0360,55,Female,25+ LPA,Retired,Hyderabad,637,3-5 Loans,54.78,1,0,,0,0,0,11,15,0,Ignored,0,212406.35333333,165130.9925,53528.21833333,21433.43,90169.345,2,20,0.0,0,580-650
CUST0361,61,Female,25+ LPA,Salaried,Bengaluru,634,3-5 Loans,41.4,1,1,,0,0,0,10,20,0,Ignored,0,310173.41833333,223675.13583333,79945.03833333,30457.345,113272.75333333,0,0,0.0,1,580-650
CUST0362,57,Female,3-6 LPA,Student,Mumbai,690,3-5 Loans,21.59,1,1,Personal Loan,144818,1,0,21,22,0,Accepted,0,19880.37583333,14438.85416667,4147.89666667,2310.775,7980.1825,1,20,0.0,0,650-700
CUST0363,44,Male,<3 LPA,Student,Bengaluru,755,No Loans,11.24,1,1,,0,0,993905,8,14,1,Clicked,0,9740.56916667,6511.08416667,2264.8375,1137.4025,3108.84333333,1,10,0.0,0,750+
CUST0364,49,Male,10-15 LPA,Salaried,Bengaluru,769,1-2 Loans,14.61,1,1,Auto Loan,1018196,1,171038,9,20,0,Accepted,0,99055.0425,70151.46916667,25671.105,12435.73583333,32044.63,0,0,0.0,0,750+
CUST0365,69,Female,6-10 LPA,Salaried,Hyderabad,595,1-2 Loans,63.78,1,1,,0,0,1335179,10,27,1,Ignored,0,68917.98833333,56175.995,20412.16166667,6722.42166667,29041.4125,1,60,0.0,0,580-650
CUST0366,66,Female,<3 LPA,Retired,Hyderabad,740,No Loans,9.76,1,0,Personal Loan,848821,1,0,11,22,0,Ignored,0,13796.50833333,9160.6975,3588.72416667,1509.1675,4026.86083333,0,0,0.0,0,700-750
CUST0367,51,Female,10-15 LPA,Salaried,Bengaluru,676,1-2 Loans,47.54,1,1,,0,0,1074193,12,21,0,Ignored,0,97797.02,70494.63166667,24350.665,11621.82,34522.1475,1,5,0.0,0,650-700
CUST0368,55,Female,6-10 LPA,Salaried,Ahmedabad,677,6+ Loans,16.73,1,1,,0,0,0,11,19,0,Accepted,0,70370.90416667,47340.37083333,15768.4125,7961.37333333,23610.58583333,2,40,0.0,0,650-700
