Transaction_ID,Customer_ID,Month,Monthly_Income,Monthly_Expense,Card_Spend_Retail,Card_Spend_Travel,Card_Spend_Bills,Delinquency_Flag,Overdue_Days
TXN0000854,CUST0072,9/1/2024,78438.66,54423.21,20614.59,10313.42,23495.2,0,0
TXN0000855,CUST0072,10/1/2024,73797.89,55070.6,30788.7,7664.45,16617.45,0,0
TXN0000856,CUST0072,11/1/2024,59070.03,51334.35,13302.34,4787.28,33244.73,0,0
TXN0000857,CUST0072,12/1/2024,66831.71,48150.25,13490.94,13070.31,21589.01,0,0
TXN0000858,CUST0072,1/1/2025,76986.93,64095.81,33030.47,4843.14,26222.2,0,0
TXN0000859,CUST0072,2/1/2025,60211.55,56830.31,19288.14,9289.14,28253.03,0,0
TXN0000860,CUST0072,3/1/2025,64144.96,39402.24,4369.2,6221.99,28811.05,0,0
TXN0000861,CUST0072,4/1/2025,72383.88,54784.54,28430.25,4600.09,21754.2,1,5
TXN0000862,CUST0072,5/1/2025,69309.28,47982.76,20802.96,11471.95,15707.86,1,30
TXN0000863,CUST0072,6/1/2025,69106.73,45131.75,21350.08,3589.78,20191.89,0,0
TXN0000864,CUST0072,7/1/2025,69394.24,53745.54,15659.07,9898.18,28188.3,0,0
TXN0000865,CUST0073,8/1/2024,111078.59,86370.15,22900.26,19073.03,44396.86,1,15
TXN0000866,CUST0073,9/1/2024,99999.39,72540.11,16785.86,9751.73,46002.52,1,5
TXN0000867,CUST0073,10/1/2024,106235.81,80260.5,28619.36,24099.35,27541.78,0,0
TXN0000868,CUST0073,11/1/2024,111826.34,74872.13,26184.22,21699.27,26988.64,0,0
TXN0000869,CUST0073,12/1/2024,103774.5,63784.83,12472.61,3863.42,47448.79,0,0
TXN0000870,CUST0073,1/1/2025,118193.73,89103.18,30884.52,22695.98,35522.68,0,0
TXN0000871,CUST0073,2/1/2025,104039.38,68334.35,31723.62,4097.96,32512.77,0,0
TXN0000872,CUST0073,3/1/2025,116714.2,68819.12,26627.51,14546.72,27644.89,0,0
TXN0000873,CUST0073,4/1/2025,110842.71,98948.99,33077.33,14186,51685.66,0,0
TXN0000874,CUST0073,5/1/2025,128821.56,104910.35,29496.41,11574.06,63839.88,0,0
TXN0000875,CUST0073,6/1/2025,134209.48,71088.72,31086.66,11826.07,28175.98,0,0
TXN0000876,CUST0073,7/1/2025,129816.84,104691.39,22278.86,2093.83,80318.7,0,0
TXN0000877,CUST0074,8/1/2024,32774.47,20297.77,10077.6,2909.78,7310.39,0,0
TXN0000878,CUST0074,9/1/2024,33271.53,22411.66,7563.3,4626.48,10221.87,0,0
TXN0000879,CUST0074,10/1/2024,31799.75,21054.79,6563.14,4513.84,9977.81,0,0
TXN0000880,CUST0074,11/1/2024,28290.03,20937.8,10275.04,3145.32,7517.44,0,0
TXN0000881,CUST0074,12/1/2024,35517.86,28139.2,8994.55,3744.19,15400.46,0,0
TXN0000882,CUST0074,1/1/2025,30689.32,21971.98,10504.48,3861.94,7605.56,0,0
TXN0000883,CUST0074,2/1/2025,38601.4,25021.68,9954.69,6859.93,8207.06,0,0
TXN0000884,CUST0074,3/1/2025,37334.98,23016.04,7960.7,924.71,14130.63,0,0
TXN0000885,CUST0074,4/1/2025,34663.48,19827.75,10317.67,1882.73,7627.35,0,0
TXN0000886,CUST0074,5/1/2025,32456.29,26378.62,7020.1,3673.57,15684.95,0,0
TXN0000887,CUST0074,6/1/2025,31737.59,20325.78,8232.16,3122.68,8970.95,0,0
TXN0000888,CUST0074,7/1/2025,32863.57,24294.34,5371.33,1448.44,17474.57,0,0
TXN0000889,CUST0075,8/1/2024,127850.61,92801.74,33941.45,18218.87,40641.43,0,0
TXN0000890,CUST0075,9/1/2024,99297.28,66109.16,24229.58,22485.26,19394.31,1,5
TXN0000891,CUST0075,10/1/2024,110582.23,70635.48,14456.65,12460.49,43718.34,0,0
TXN0000892,CUST0075,11/1/2024,130237.24,92258.51,32019.82,15006.28,45232.42,0,0
TXN0000893,CUST0075,12/1/2024,123661.68,97952.48,38500.76,15215.75,44235.98,0,0
TXN0000894,CUST0075,1/1/2025,118366.71,92171.81,41510.83,14838.14,35822.84,0,0
TXN0000895,CUST0075,2/1/2025,107217.38,77592.08,20933.96,13348.07,43310.05,0,0
TXN0000896,CUST0075,3/1/2025,107884.99,65969.75,25691.13,10831.26,29447.35,0,0
TXN0000897,CUST0075,4/1/2025,113798.77,92117.07,35049.26,18278.6,38789.21,0,0
TXN0000898,CUST0075,5/1/2025,108466.88,89190.82,34035.89,12810.57,42344.36,0,0
TXN0000899,CUST0075,6/1/2025,109797.3,83615.34,32086.75,16072.97,35455.62,0,0
TXN0000900,CUST0075,7/1/2025,104635.95,70770.24,30233.3,8822.42,31714.52,0,0
TXN0000901,CUST0076,8/1/2024,22393.17,14380.49,7055.85,2113.43,5211.21,1,20
TXN0000902,CUST0076,9/1/2024,22496.91,16043.83,6645.65,3074.97,6323.21,0,0
TXN0000903,CUST0076,10/1/2024,17641.04,13376.7,4641.2,2964.7,5770.81,0,0
TXN0000904,CUST0076,11/1/2024,18082.87,12964.62,6828.97,1790.14,4345.51,0,0
TXN0000905,CUST0076,12/1/2024,17750.12,13563.9,1929.97,1883.85,9750.08,1,5
TXN0000906,CUST0076,1/1/2025,18051.28,13103.95,5144.83,785.43,7173.69,0,0
TXN0000907,CUST0076,2/1/2025,20129.48,13624.55,4256.76,1363.76,8004.02,0,0
TXN0000908,CUST0076,3/1/2025,21127.9,15215.64,4457.06,2546.35,8212.23,1,10
TXN0000909,CUST0076,4/1/2025,19799.71,14510.23,5504.95,2313.39,6691.89,0,0
TXN0000910,CUST0076,5/1/2025,21520.95,16995.44,4941.98,3174.86,8878.6,0,0
TXN0000911,CUST0076,6/1/2025,22807.96,18756.46,7194.4,4804.3,6757.76,0,0
TXN0000912,CUST0076,7/1/2025,16976.19,12699.8,2546.2,1872.07,8281.53,0,0
TXN0000913,CUST0077,8/1/2024,64492.48,47415.26,17689.05,2001.41,27724.8,0,0
TXN0000914,CUST0077,9/1/2024,61903.68,45968.67,17180.97,7390.36,21397.34,0,0
TXN0000915,CUST0077,10/1/2024,63643.34,46546.24,10696.59,5752.42,30097.23,0,0
TXN0000916,CUST0077,11/1/2024,56209.2,36609.21,11235.67,10766.06,14607.48,0,0
TXN0000917,CUST0077,12/1/2024,68858.41,53611.64,16142.84,1072.23,36396.57,0,0
TXN0000918,CUST0077,1/1/2025,55984.34,42545.61,16149.8,4926.27,21469.54,0,0
TXN0000919,CUST0077,2/1/2025,60457.06,42474.01,20801.32,5102.19,16570.5,0,0
TXN0000920,CUST0077,3/1/2025,57454.07,43574.77,19496.12,5290.83,18787.82,0,0
TXN0000921,CUST0077,4/1/2025,60028.48,44100.48,14737.96,882.01,28480.52,0,0
TXN0000922,CUST0077,5/1/2025,56473.4,43636.58,22774.54,8322.61,12539.43,0,0
TXN0000923,CUST0077,6/1/2025,67576.58,44015.58,18076.43,3247.37,22691.78,0,0
TXN0000924,CUST0077,7/1/2025,66289.97,42419.4,10303.86,848.39,31267.16,0,0
TXN0000925,CUST0078,8/1/2024,43185.56,32562.82,13119.9,5483.5,13959.42,0,0
TXN0000926,CUST0078,9/1/2024,48974.58,36575.38,12762.08,4137.25,19676.06,0,0
TXN0000927,CUST0078,10/1/2024,43738.67,25720.45,10481.7,6630.29,8608.45,0,0
TXN0000928,CUST0078,11/1/2024,45615.64,25133.22,11070.53,7886.89,6175.8,0,0
TXN0000929,CUST0078,12/1/2024,46048.76,32089.86,11571.08,6235.19,14283.59,0,0
TXN0000930,CUST0078,1/1/2025,47598.51,31175.62,9041.92,7622.96,14510.74,0,0
TXN0000931,CUST0078,2/1/2025,44590.63,29651.72,9263.47,6303.24,14085.01,0,0
TXN0000932,CUST0078,3/1/2025,45318.43,26894.14,9975.66,2102.85,14815.63,0,0
TXN0000933,CUST0078,4/1/2025,45860.05,35330.99,18830.03,4882.53,11618.43,0,0
TXN0000934,CUST0078,5/1/2025,44180.17,24665.64,6329.55,3604.44,14731.65,0,0
TXN0000935,CUST0078,6/1/2025,43112.01,27975.56,12014.55,8924.06,7036.96,0,0
TXN0000936,CUST0078,7/1/2025,45376.04,34701.76,9863.3,4826.73,20011.73,0,0
TXN0000937,CUST0079,8/1/2024,77522.09,51736.02,17884.28,7219.52,26632.22,0,0
TXN0000938,CUST0079,9/1/2024,79515.79,46716.18,17704.83,7835.25,21176.09,0,0
TXN0000939,CUST0079,10/1/2024,66257.9,47388.08,14023.65,10530.05,22834.38,0,0
TXN0000940,CUST0079,11/1/2024,76578.42,52866.96,10359.96,8930.23,33576.77,0,0
TXN0000941,CUST0079,12/1/2024,65378.51,41403.73,14464.29,6760.04,20179.4,0,0
TXN0000942,CUST0079,1/1/2025,77951.06,59155.26,22717.35,17774.09,18663.82,0,0
TXN0000943,CUST0079,2/1/2025,80891.91,50704.57,25998.48,3732.51,20973.58,1,5
TXN0000944,CUST0079,3/1/2025,74439.53,51302.24,10943.77,10560.85,29797.62,0,0
TXN0000945,CUST0079,4/1/2025,79259.61,52844.5,13430.79,8205.3,31208.41,0,0
TXN0000946,CUST0079,5/1/2025,75369.99,54393.62,14924.05,9092.6,30376.97,0,0
TXN0000947,CUST0079,6/1/2025,64757.66,49594.82,18008.66,13851.9,17734.27,0,0
TXN0000948,CUST0079,7/1/2025,67020.64,56703.36,27523.56,11351.25,17828.55,1,10
TXN0000949,CUST0080,8/1/2024,32526.57,22821.37,8812.97,5148.02,8860.38,0,0
TXN0000950,CUST0080,9/1/2024,28856.21,22595.53,7985.88,4137.6,10472.04,0,0
TXN0000951,CUST0080,10/1/2024,32969.12,20438.07,4897.81,2206.62,13333.64,0,0
TXN0000952,CUST0080,11/1/2024,32075.85,23508.12,7632.96,4530.45,11344.7,1,5
TXN0000953,CUST0080,12/1/2024,25780.21,20749.62,8788.26,4791.58,7169.78,1,20
TXN0000954,CUST0080,1/1/2025,33896.09,25431.8,9637.47,5598.17,10196.15,0,0
TXN0000955,CUST0080,2/1/2025,33200.94,27013.73,10528.55,5972,10513.17,0,0
TXN0000956,CUST0080,3/1/2025,36447.76,27602.7,9045.41,3382.28,15175,1,10
TXN0000957,CUST0080,4/1/2025,29791.51,13681.2,3640.28,1863.13,8177.8,0,0
TXN0000958,CUST0080,5/1/2025,30853.1,21243.98,6022.03,1567.61,13654.35,0,0
TXN0000959,CUST0080,6/1/2025,35233.98,26528.61,6929.71,2459.72,17139.18,1,5
TXN0000960,CUST0080,7/1/2025,33056.96,21308.32,8268.35,1139.36,11900.62,0,0
TXN0000961,CUST0081,8/1/2024,25066.58,16020.12,5180.44,4340.4,6499.28,0,0
TXN0000962,CUST0081,9/1/2024,21816.14,16804.03,7351.18,3029.32,6423.52,0,0
TXN0000963,CUST0081,10/1/2024,25451.22,18383.72,4194.35,3158.22,11031.15,1,15
TXN0000964,CUST0081,11/1/2024,30250.46,20331.65,8164.3,2907.95,9259.4,0,0
TXN0000965,CUST0081,12/1/2024,25680.68,17390.48,1739.05,2730.32,12921.11,0,0
TXN0000966,CUST0081,1/1/2025,29774.4,21910.19,6990.92,2247.18,12672.09,0,0
TXN0000967,CUST0081,2/1/2025,24533.17,17848.44,6604.1,3076.03,8168.31,0,0
TXN0000968,CUST0081,3/1/2025,27499.98,22212.56,10273.08,2263.24,9676.23,0,0
TXN0000969,CUST0081,4/1/2025,22016.21,15109.01,4467.33,2236.94,8404.74,0,0
TXN0000970,CUST0081,5/1/2025,27412.97,20152.91,5847.18,3677.96,10627.77,0,0
TXN0000971,CUST0081,6/1/2025,24856.77,17935.4,5994.46,1659.93,10281,0,0
TXN0000972,CUST0081,7/1/2025,30448.04,22145.64,9263.28,6622.48,6259.88,0,0
TXN0000973,CUST0082,8/1/2024,20081.6,14545.69,4165.92,2432.9,7946.88,0,0
TXN0000974,CUST0082,9/1/2024,19838.81,14384.19,6718.65,1339.9,6325.65,0,0
TXN0000975,CUST0082,10/1/2024,21793.41,17403.88,5752.4,2577.31,9074.17,0,0
TXN0000976,CUST0082,11/1/2024,20225.34,15571.7,2606.54,3361.47,9603.68,0,0
TXN0000977,CUST0082,12/1/2024,18946.83,13749.19,6687.69,3246.88,3814.61,0,0
TXN0000978,CUST0082,1/1/2025,18655.59,14316.61,5446.55,286.33,8583.73,0,0
TXN0000979,CUST0082,2/1/2025,18979.05,12455.43,4314.59,2179.28,5961.56,0,0
TXN0000980,CUST0082,3/1/2025,21979.38,15930.82,7176.34,4507.61,4246.86,0,0
TXN0000981,CUST0082,4/1/2025,19252.2,14713.24,6410.31,1602.27,6700.66,0,0
TXN0000982,CUST0082,5/1/2025,20961.96,19218.38,8796.84,3605.9,6815.64,0,0
TXN0000983,CUST0082,6/1/2025,15302.45,13281.61,5224.74,3445.03,4611.84,0,0
TXN0000984,CUST0082,7/1/2025,19819.12,14684.14,2900.7,1296.38,10487.06,0,0
TXN0000985,CUST0083,8/1/2024,19436.37,14064.33,8044.41,983.05,5036.86,0,0
TXN0000986,CUST0083,9/1/2024,21821.87,14447.91,4562.93,1850.54,8034.44,0,0
TXN0000987,CUST0083,10/1/2024,20879.26,12779.74,6659.1,2763.75,3356.89,1,20
TXN0000988,CUST0083,11/1/2024,21345.46,14774.24,5322.37,2102.64,7349.24,0,0
TXN0000989,CUST0083,12/1/2024,20548.59,16623.34,4760.26,332.47,11530.61,0,0
TXN0000990,CUST0083,1/1/2025,22794.69,16373.76,7111.76,2612.17,6649.83,0,0
TXN0000991,CUST0083,2/1/2025,19924.65,11146.48,3963.28,222.93,6960.27,0,0
TXN0000992,CUST0083,3/1/2025,23029.84,13021.35,4384.92,4271.22,4365.21,0,0
TXN0000993,CUST0083,4/1/2025,19146.19,15867.52,4719.87,954.18,10193.47,0,0
TXN0000994,CUST0083,5/1/2025,19116.53,10948.61,3265.49,568.42,7114.7,0,0
TXN0000995,CUST0083,6/1/2025,19037.52,14289.6,5858.73,1457.67,6973.21,1,10
TXN0000996,CUST0083,7/1/2025,19179.27,13138.98,3149.35,1142.68,8846.95,0,0
TXN0000997,CUST0084,8/1/2024,29688.5,17829.21,8783.03,2098.95,6947.24,0,0
TXN0000998,CUST0084,9/1/2024,27943.62,18737.17,6355.88,824.98,11556.31,0,0
TXN0000999,CUST0084,10/1/2024,29642.74,18425.05,8663.16,3617.09,6144.81,0,0
TXN0001000,CUST0084,11/1/2024,30070.45,19340.55,8309.14,4157.62,6873.79,0,0
TXN0001001,CUST0084,12/1/2024,31229.94,25626.22,7595.77,4170.24,13860.21,0,0
TXN0001002,CUST0084,1/1/2025,30280.47,20510.03,4498.82,3653.95,12357.26,0,0
TXN0001003,CUST0084,2/1/2025,26554.03,17568.03,5576.42,4818.45,7173.16,0,0
TXN0001004,CUST0084,3/1/2025,30404.97,21046.81,5887.9,1353.51,13805.4,0,0
TXN0001005,CUST0084,4/1/2025,32175.46,20299.28,7139.79,5014.86,8144.63,0,0
TXN0001006,CUST0084,5/1/2025,29355.83,17611.16,6440.71,2837.49,8332.96,0,0
TXN0001007,CUST0084,6/1/2025,25046.75,17673.63,5131.67,4540.32,8001.64,0,0
TXN0001008,CUST0084,7/1/2025,30767.74,18030.59,5014.73,2807.35,10208.51,0,0
TXN0001009,CUST0085,8/1/2024,38810.64,26872.19,12220.18,537.44,14114.56,1,10
TXN0001010,CUST0085,9/1/2024,39760.1,28573.69,13990.09,7120.41,7463.19,0,0
TXN0001011,CUST0085,10/1/2024,44054.94,31518.13,14495.91,2644.24,14377.98,0,0
TXN0001012,CUST0085,11/1/2024,39235.82,31596.16,12079.77,4295.4,15220.98,0,0
TXN0001013,CUST0085,12/1/2024,41275.32,27508.32,13614.77,7726.78,6166.76,0,0
TXN0001014,CUST0085,1/1/2025,42752.96,33651.07,10207.57,7511.78,15931.71,0,0
TXN0001015,CUST0085,2/1/2025,43638.62,35445.24,16153.19,774.76,18517.29,1,10
TXN0001016,CUST0085,3/1/2025,40258.5,36893.83,11400.68,6916.54,18576.61,1,10
TXN0001017,CUST0085,4/1/2025,42164.8,39108.08,12820.13,8605.61,17682.35,0,0
TXN0001018,CUST0085,5/1/2025,41623.32,34513.33,15431.92,10319.57,8761.84,1,15
TXN0001019,CUST0085,6/1/2025,45254.91,36086.93,11932.32,7482.37,16672.24,0,0
TXN0001020,CUST0085,7/1/2025,38780.01,29623.12,9475.87,5117.83,15029.42,0,0
TXN0001021,CUST0086,8/1/2024,52207.63,37301.62,10545.17,5578.16,21178.29,0,0
TXN0001022,CUST0086,9/1/2024,47447.08,31778.96,13710.05,3445.65,14623.26,1,10
TXN0001023,CUST0086,10/1/2024,56466.75,42508.08,10086.2,850.16,31571.72,0,0
TXN0001024,CUST0086,11/1/2024,60165.23,40935.73,18941.04,1748.25,20246.43,0,0
TXN0001025,CUST0086,12/1/2024,59978.47,36097.88,13258.14,4692.97,18146.78,0,0
TXN0001026,CUST0086,1/1/2025,61416.16,38431.4,11351.76,8161.55,18918.09,0,0
TXN0001027,CUST0086,2/1/2025,59793.22,38202.98,15203.19,3057.55,19942.25,0,0
TXN0001028,CUST0086,3/1/2025,54754.31,41179.13,11909.68,6656.85,22612.6,0,0
TXN0001029,CUST0086,4/1/2025,49888.31,32071.51,8732.61,4625.43,18713.47,0,0
TXN0001030,CUST0086,5/1/2025,51614.05,37993.77,10331.6,7367.46,20294.71,0,0
TXN0001031,CUST0086,6/1/2025,50950.9,36566.73,11721.83,731.33,24113.57,0,0
TXN0001032,CUST0086,7/1/2025,55644.9,42728.65,16819.3,5576.3,20333.05,0,0
TXN0001033,CUST0087,8/1/2024,37145.78,24866.2,9629.5,5301.11,9935.58,0,0
TXN0001034,CUST0087,9/1/2024,37967.66,27474.33,8970.29,4979.61,13524.43,0,0
TXN0001035,CUST0087,10/1/2024,35107.3,28595.1,13587.42,2931.99,12075.69,0,0
TXN0001036,CUST0087,11/1/2024,38038.57,30044.87,6181.32,600.9,23262.66,0,0
TXN0001037,CUST0087,12/1/2024,30306.83,19185.93,8490.68,1021.2,9674.05,0,0
TXN0001038,CUST0087,1/1/2025,39202.5,24365.22,8635.5,6896.41,8833.31,0,0
TXN0001039,CUST0087,2/1/2025,33759.31,19343.32,6123.82,3790.86,9428.64,0,0
TXN0001040,CUST0087,3/1/2025,38911.58,25084.81,5386.4,1468.33,18230.08,0,0
TXN0001041,CUST0087,4/1/2025,38908.49,26318.97,12962.16,3275.08,10081.73,0,0
TXN0001042,CUST0087,5/1/2025,40609.79,23927.45,7873.41,6444.82,9609.22,0,0
TXN0001043,CUST0087,6/1/2025,34944.98,30272.25,7630.74,5403.99,17237.52,0,0
TXN0001044,CUST0087,7/1/2025,37869.2,26714.72,12771,5443.26,8500.46,0,0
TXN0001045,CUST0088,8/1/2024,45549.4,28723.76,6774.66,3833.85,18115.24,0,0
TXN0001046,CUST0088,9/1/2024,47248.92,29554.69,13109.07,4858.4,11587.22,1,5
TXN0001047,CUST0088,10/1/2024,47849.41,31579.74,8761.95,3666.91,19150.88,0,0
TXN0001048,CUST0088,11/1/2024,46971.26,33690.53,14668.05,5996.89,13025.6,0,0
TXN0001049,CUST0088,12/1/2024,45280.19,35154.18,15037.41,9100.19,11016.58,0,0
TXN0001050,CUST0088,1/1/2025,46199.58,28257.32,5132.39,4382,18742.92,0,0
TXN0001051,CUST0088,2/1/2025,49772.24,40313.32,21080.7,14564.63,4667.99,0,0
TXN0001052,CUST0088,3/1/2025,46324.29,36231.37,17336.45,4081.32,14813.61,0,0
TXN0001053,CUST0088,4/1/2025,49029.27,34592.24,9846.74,3148.95,21596.54,0,0
TXN0001054,CUST0088,5/1/2025,40801.25,28705.88,8015.45,5084.28,15606.14,0,0
TXN0001055,CUST0088,6/1/2025,52271.31,36804.84,12633.3,3422.01,20749.54,0,0
TXN0001056,CUST0088,7/1/2025,49447.3,38485.85,6664.92,3163.59,28657.34,0,0
TXN0001057,CUST0089,8/1/2024,21943.37,19430.74,10512,4157.18,4761.56,0,0
TXN0001058,CUST0089,9/1/2024,21381.84,15899.33,2922.49,1819.62,11157.22,0,0
TXN0001059,CUST0089,10/1/2024,19947.82,12226.72,4790.93,1647.19,5788.6,0,0
TXN0001060,CUST0089,11/1/2024,19676.05,13048.87,4499.46,2407.95,6141.46,1,10
TXN0001061,CUST0089,12/1/2024,20316.55,14455.83,2346.42,792.99,11316.42,0,0
TXN0001062,CUST0089,1/1/2025,17824.74,13773.11,7119.93,2240.49,4412.69,1,5
TXN0001063,CUST0089,2/1/2025,22896.77,20036.77,5707.14,979.36,13350.26,0,0
TXN0001064,CUST0089,3/1/2025,18604.68,13597.18,5404.99,3139.84,5052.35,0,0
TXN0001065,CUST0089,4/1/2025,20988.2,19358.93,4652.04,2791.66,11915.23,0,0
TXN0001066,CUST0089,5/1/2025,18986.44,16322.04,5953.43,1742.42,8626.18,1,20
TXN0001067,CUST0089,6/1/2025,19594.27,16163.12,2701.82,3034.48,10426.82,0,0
TXN0001068,CUST0089,7/1/2025,18652.8,13736.33,5717.73,678.87,7339.73,0,0
TXN0001069,CUST0090,8/1/2024,17390.92,12810.78,6446.52,2371.16,3993.1,0,0
TXN0001070,CUST0090,9/1/2024,17051.46,12657.95,5090.75,2849.6,4717.6,0,0
TXN0001071,CUST0090,10/1/2024,15065.06,12298.24,3756.37,1149.57,7392.3,1,15
TXN0001072,CUST0090,11/1/2024,17737.38,14681,3906.09,4436.29,6338.62,0,0
TXN0001073,CUST0090,12/1/2024,15464.46,9301,3669.23,828.92,4802.84,0,0
TXN0001074,CUST0090,1/1/2025,17337.71,13840.95,4670.4,1630.18,7540.37,0,0
TXN0001075,CUST0090,2/1/2025,14957.61,11037.39,5579.55,2286.47,3171.37,0,0
TXN0001076,CUST0090,3/1/2025,17247.58,12595.95,5002.92,2387.22,5205.81,0,0
TXN0001077,CUST0090,4/1/2025,15341.09,10583.06,5916.29,823.02,3843.75,0,0
TXN0001078,CUST0090,5/1/2025,17790.65,13880.6,4036.77,1894.38,7949.46,0,0
TXN0001079,CUST0090,6/1/2025,18173.49,14084.66,5245.73,2777.63,6061.3,0,0
TXN0001080,CUST0090,7/1/2025,13847.11,12695.58,3767.29,845.73,8082.56,1,60
TXN0001081,CUST0091,8/1/2024,174708.05,136624.7,49587.02,37267.47,49770.22,1,10
TXN0001082,CUST0091,9/1/2024,184257.74,129854.53,33902.92,30972.49,64979.12,0,0
TXN0001083,CUST0091,10/1/2024,167504.78,124841.75,41875.26,14108.19,68858.3,1,5
TXN0001084,CUST0091,11/1/2024,162705.5,124017.78,40649.97,11401.35,71966.46,0,0
TXN0001085,CUST0091,12/1/2024,186613.62,136410.22,44145.24,21472.03,70792.95,0,0
TXN0001086,CUST0091,1/1/2025,163628.88,93620.65,31965.95,7566.17,54088.53,0,0
TXN0001087,CUST0091,2/1/2025,162722.01,110532.51,36220.13,28926.47,45385.91,0,0
TXN0001088,CUST0091,3/1/2025,187022.68,163759.61,50438.84,3275.19,110045.58,0,0
TXN0001089,CUST0091,4/1/2025,151517.26,102694.98,34492.01,2053.9,66149.07,0,0
TXN0001090,CUST0091,5/1/2025,180819.61,111648.73,61803.72,4407.15,45437.85,0,0
TXN0001091,CUST0091,6/1/2025,165358.04,82773.1,30652.69,19229.03,32891.39,0,0
TXN0001092,CUST0091,7/1/2025,189520.22,106636.38,46222.49,12134.62,48279.26,0,0
TXN0001093,CUST0092,8/1/2024,25340.64,16088.08,3828.08,3580.65,8679.35,1,10
TXN0001094,CUST0092,9/1/2024,26949.6,20125.35,9411.31,3889.87,6824.16,0,0
TXN0001095,CUST0092,10/1/2024,23560.99,14951.95,5295.79,2760.06,6896.1,0,0
TXN0001096,CUST0092,11/1/2024,26468.41,19259.27,3413.85,2396.26,13449.16,0,0
TXN0001097,CUST0092,12/1/2024,26801.18,13449.02,6261.84,2639.45,4547.73,0,0
TXN0001098,CUST0092,1/1/2025,25257.59,15287.45,4596.72,4239.52,6451.21,0,0
TXN0001099,CUST0092,2/1/2025,28928.84,20624.33,4387.18,2661.24,13575.92,0,0
TXN0001100,CUST0092,3/1/2025,28202.86,17634.21,7104.66,2039.31,8490.24,0,0
TXN0001101,CUST0092,4/1/2025,26094.65,16230.5,5457.31,2486.5,8286.68,0,0
TXN0001102,CUST0092,5/1/2025,28977.82,22986.98,5481,6240.9,11265.07,0,0
TXN0001103,CUST0092,6/1/2025,25813.83,17222.44,9580.88,2541.2,5100.36,0,0
TXN0001104,CUST0092,7/1/2025,29883.48,21599.3,6402.29,2508.79,12688.22,0,0
TXN0001105,CUST0093,8/1/2024,86691.92,67466.28,31046.34,22403.96,14015.99,0,0
TXN0001106,CUST0093,9/1/2024,110727.8,70967.37,23921.1,14172.05,32874.21,0,0
TXN0001107,CUST0093,10/1/2024,96587.52,72059.73,36577.2,13089.08,22393.45,0,0
TXN0001108,CUST0093,11/1/2024,88850.36,64730.68,20729.79,9207.15,34793.73,0,0
TXN0001109,CUST0093,12/1/2024,99033.59,57613.42,15516.89,10065.17,32031.37,0,0
TXN0001110,CUST0093,1/1/2025,100607.35,77719.06,27297.6,15013.06,35408.39,0,0
TXN0001111,CUST0093,2/1/2025,89752.79,60078.06,17290.94,2505.57,40281.55,0,0
TXN0001112,CUST0093,3/1/2025,97642.55,90210.37,11942.7,13911.73,64355.94,1,45
TXN0001113,CUST0093,4/1/2025,90112.54,70372.89,21795.3,16258.01,32319.58,0,0
TXN0001114,CUST0093,5/1/2025,105021.88,70274.23,14713.69,9518.56,46041.99,0,0
TXN0001115,CUST0093,6/1/2025,99845.15,63369.6,17009.07,11178.36,35182.17,0,0
TXN0001116,CUST0093,7/1/2025,97419.44,59465.72,26406.51,1189.31,31869.89,0,0
TXN0001117,CUST0094,8/1/2024,149431.76,120859.44,30357.93,17585.11,72916.4,0,0
TXN0001118,CUST0094,9/1/2024,133157.25,95491.56,42461.47,16558.42,36471.67,0,0
TXN0001119,CUST0094,10/1/2024,149688.84,96210.66,44011.64,25899.19,26299.83,0,0
TXN0001120,CUST0094,11/1/2024,148893.43,98319.06,35622.97,11536.11,51159.99,0,0
TXN0001121,CUST0094,12/1/2024,154769.44,109134.81,26116.78,4641.31,78376.71,0,0
TXN0001122,CUST0094,1/1/2025,155873.11,106363.64,30453.1,2127.27,73783.27,0,0
TXN0001123,CUST0094,2/1/2025,144050.89,100619.46,37275.13,14415.27,48929.06,0,0
TXN0001124,CUST0094,3/1/2025,144323.27,96730.77,30485.29,1934.62,64310.86,0,0
TXN0001125,CUST0094,4/1/2025,146945.23,97549.54,40585.92,20471.5,36492.11,0,0
TXN0001126,CUST0094,5/1/2025,160460.25,91440.37,26336.47,16356.73,48747.17,0,0
TXN0001127,CUST0094,6/1/2025,158686.07,95111.34,42135.91,14852.4,38123.04,0,0
TXN0001128,CUST0094,7/1/2025,139415.95,84236.91,23289.82,13117.69,47829.41,1,60
TXN0001129,CUST0095,8/1/2024,42121.32,22429.17,8120.28,1176.81,13132.07,0,0
TXN0001130,CUST0095,9/1/2024,40013.23,25000.91,9439.72,3693.26,11867.92,0,0
TXN0001131,CUST0095,10/1/2024,38502.3,25711.24,10477.32,5709.69,9524.22,0,0
TXN0001132,CUST0095,11/1/2024,39626.93,26651.89,9982.14,5571.66,11098.1,0,0
TXN0001133,CUST0095,12/1/2024,35401.9,26132.62,10387.46,2588.05,13157.11,0,0
TXN0001134,CUST0095,1/1/2025,34468.45,22996.89,8309.46,1414.52,13272.9,0,0
TXN0001135,CUST0095,2/1/2025,33079.99,23185.8,8403.3,1758.81,13023.69,0,0
TXN0001136,CUST0095,3/1/2025,31013.96,22787.1,7700.84,455.74,14630.51,0,0
TXN0001137,CUST0095,4/1/2025,36066.44,20059.47,6205.02,2150.71,11703.73,0,0
